Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-nnh1,counterbalance-yw81,randomiser-rl3q,counterbalance-oqb7,counterbalance-3hrr,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: stimuli,Spreadsheet: answer,Spreadsheet: condition,Spreadsheet: set,Spreadsheet: item,Spreadsheet: Freq,Spreadsheet: trial,Spreadsheet: block,Manipulation: Spreadsheet
648,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,147,trial,Screen 1,mm8vqg,1,continue,,566.281,566.281,566.281,566.281,566.281,566.281,1,566.281,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçtülkülər.mp3,unacceptable,SemViol,critical,üç tülkülər,587,118,2,
649,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,147,trial,Screen 2,iz63v2,2,info,audio started,7.884999999892898,0,7.884999999892898,7.884999999892898,0,7.884999999892898,0,7.884999999892898,0,0,,Audio Clip,Audio,1,object-44,trial,üçtülkülər.mp3,unacceptable,SemViol,critical,üç tülkülər,587,118,2,
650,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,147,trial,Screen 2,iz63v2,2,continue,,1049.6649999999208,1033.2630000000354,1049.6649999999208,1049.6649999999208,1033.2630000000354,1049.6649999999208,0,1049.6649999999208,0,0,,Audio Clip,Audio,1,object-44,trial,üçtülkülər.mp3,unacceptable,SemViol,critical,üç tülkülər,587,118,2,
651,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,147,trial,Screen 7,ru9xsg,3,response,acceptable,666.9089999999851,650.2399999999907,666.9089999999851,666.9089999999851,650.2399999999907,666.9089999999851,0,666.9089999999851,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçtülkülər.mp3,unacceptable,SemViol,critical,üç tülkülər,587,118,2,
652,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,148,trial,Screen 1,mm8vqg,1,continue,,566.3379999999888,566.3379999999888,566.3379999999888,566.3379999999888,566.3379999999888,566.3379999999888,1,566.3379999999888,0,0,,Fixation Timing,Fixation,1,object-17,trial,beştök.mp3,unacceptable,SynViol.Num,critical,beş tök,46,72,2,
653,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,148,trial,Screen 2,iz63v2,2,info,audio started,8.248999999952503,0,8.248999999952503,8.248999999952503,0,8.248999999952503,0,8.248999999952503,0,0,,Audio Clip,Audio,1,object-44,trial,beştök.mp3,unacceptable,SynViol.Num,critical,beş tök,46,72,2,
654,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,148,trial,Screen 2,iz63v2,2,continue,,906.9890000000596,899.8520000000135,906.9890000000596,906.9890000000596,899.8520000000135,906.9890000000596,0,906.9890000000596,0,0,,Audio Clip,Audio,1,object-44,trial,beştök.mp3,unacceptable,SynViol.Num,critical,beş tök,46,72,2,
655,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,148,trial,Screen 7,ru9xsg,3,response,unacceptable,796.4019999998854,783.2920000000158,796.4019999998854,796.4019999998854,783.2920000000158,796.4019999998854,1,796.4019999998854,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beştök.mp3,unacceptable,SynViol.Num,critical,beş tök,46,72,2,
656,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,149,trial,Screen 1,mm8vqg,1,continue,,566.506,566.506,566.506,566.506,566.506,566.506,1,566.506,0,0,,Fixation Timing,Fixation,1,object-17,trial,açdw.mp3,unacceptable,GramHarm,critical,açdɯ,"3,153",125,2,
657,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,149,trial,Screen 2,iz63v2,2,info,audio started,6.319000000017695,0,6.319000000017695,6.319000000017695,0,6.319000000017695,0,6.319000000017695,0,0,,Audio Clip,Audio,1,object-44,trial,açdw.mp3,unacceptable,GramHarm,critical,açdɯ,"3,153",125,2,
658,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,149,trial,Screen 2,iz63v2,2,continue,,665.204,649.9739999999874,665.204,665.204,649.9739999999874,665.204,0,665.204,0,0,,Audio Clip,Audio,1,object-44,trial,açdw.mp3,unacceptable,GramHarm,critical,açdɯ,"3,153",125,2,
659,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,149,trial,Screen 7,ru9xsg,3,response,acceptable,1150.2280000000028,1133.5599999999977,1150.2280000000028,1150.2280000000028,1133.5599999999977,1150.2280000000028,0,1150.2280000000028,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,açdw.mp3,unacceptable,GramHarm,critical,açdɯ,"3,153",125,2,
660,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,150,trial,Screen 1,mm8vqg,1,continue,,566.1479999999865,566.1479999999865,566.1479999999865,566.1479999999865,566.1479999999865,566.1479999999865,1,566.1479999999865,0,0,,Fixation Timing,Fixation,1,object-17,trial,batdu.mp3,unacceptable,HarmViol,critical,batdu,191,150,2,
661,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,150,trial,Screen 2,iz63v2,2,info,audio started,6.902,0,6.902,6.902,0,6.902,0,6.902,0,0,,Audio Clip,Audio,1,object-44,trial,batdu.mp3,unacceptable,HarmViol,critical,batdu,191,150,2,
662,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,150,trial,Screen 2,iz63v2,2,continue,,703.0219999998808,700.1380000000354,703.0219999998808,703.0219999998808,700.1380000000354,703.0219999998808,0,703.0219999998808,0,0,,Audio Clip,Audio,1,object-44,trial,batdu.mp3,unacceptable,HarmViol,critical,batdu,191,150,2,
663,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,150,trial,Screen 7,ru9xsg,3,response,acceptable,411.9990000000107,399.75499999994645,411.9990000000107,411.9990000000107,399.75499999994645,411.9990000000107,0,411.9990000000107,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,batdu.mp3,unacceptable,HarmViol,critical,batdu,191,150,2,
664,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,151,trial,Screen 1,mm8vqg,1,continue,,566.8550000000396,566.8550000000396,566.8550000000396,566.8550000000396,566.8550000000396,566.8550000000396,1,566.8550000000396,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşcavanlar.mp3,unacceptable,SemViol,critical,beş cavanlar,590,117,2,
665,1.69947E+12,8/11/2023 18:06,1.69948E+12,3.5,9/11/2023 0:36,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,151,trial,Screen 2,iz63v2,2,info,audio started,7.063999999954831,0,7.063999999954831,7.063999999954831,0,7.063999999954831,0,7.063999999954831,0,0,,Audio Clip,Audio,1,object-44,trial,beşcavanlar.mp3,unacceptable,SemViol,critical,beş cavanlar,590,117,2,
666,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,151,trial,Screen 2,iz63v2,2,continue,,1066.4189999999944,1049.7550000000047,1066.4189999999944,1066.4189999999944,1049.7550000000047,1066.4189999999944,0,1066.4189999999944,0,0,,Audio Clip,Audio,1,object-44,trial,beşcavanlar.mp3,unacceptable,SemViol,critical,beş cavanlar,590,117,2,
667,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,151,trial,Screen 7,ru9xsg,3,response,acceptable,1178.8689999998896,1166.6209999999846,1178.8689999998896,1178.8689999998896,1166.6209999999846,1178.8689999998896,0,1178.8689999998896,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşcavanlar.mp3,unacceptable,SemViol,critical,beş cavanlar,590,117,2,
668,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,152,trial,Screen 1,mm8vqg,1,continue,,566.2679999999818,566.2679999999818,566.2679999999818,566.2679999999818,566.2679999999818,566.2679999999818,1,566.2679999999818,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşit.mp3,acceptable,Gramm.Num,critical,beş it,"1,623",33,2,
669,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,152,trial,Screen 2,iz63v2,2,info,audio started,6.049999999930151,0,6.049999999930151,6.049999999930151,0,6.049999999930151,0,6.049999999930151,0,0,,Audio Clip,Audio,1,object-44,trial,beşit.mp3,acceptable,Gramm.Num,critical,beş it,"1,623",33,2,
670,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,152,trial,Screen 2,iz63v2,2,continue,,700.2900000000373,683.6230000000214,700.2900000000373,700.2900000000373,683.6230000000214,700.2900000000373,0,700.2900000000373,0,0,,Audio Clip,Audio,1,object-44,trial,beşit.mp3,acceptable,Gramm.Num,critical,beş it,"1,623",33,2,
671,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,152,trial,Screen 7,ru9xsg,3,response,unacceptable,1079.661999999953,1066.594999999972,1079.661999999953,1079.661999999953,1066.594999999972,1079.661999999953,0,1079.661999999953,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşit.mp3,acceptable,Gramm.Num,critical,beş it,"1,623",33,2,
672,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,153,trial,Screen 1,mm8vqg,1,continue,,566.5420000000158,566.5420000000158,566.5420000000158,566.5420000000158,566.5420000000158,566.5420000000158,1,566.5420000000158,0,0,,Fixation Timing,Fixation,1,object-17,trial,ağardy.mp3,unacceptable,HarmViol,critical,ağardy,27,160,2,
673,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,153,trial,Screen 2,iz63v2,2,info,audio started,6.964999999909196,0,6.964999999909196,6.964999999909196,0,6.964999999909196,0,6.964999999909196,0,0,,Audio Clip,Audio,1,object-44,trial,ağardy.mp3,unacceptable,HarmViol,critical,ağardy,27,160,2,
674,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,153,trial,Screen 2,iz63v2,2,continue,,855.9099999999162,849.8300000000163,855.9099999999162,855.9099999999162,849.8300000000163,855.9099999999162,0,855.9099999999162,0,0,,Audio Clip,Audio,1,object-44,trial,ağardy.mp3,unacceptable,HarmViol,critical,ağardy,27,160,2,
675,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,153,trial,Screen 7,ru9xsg,3,response,acceptable,357.1600000000326,350.0650000000023,357.1600000000326,357.1600000000326,350.0650000000023,357.1600000000326,0,357.1600000000326,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,ağardy.mp3,unacceptable,HarmViol,critical,ağardy,27,160,2,
676,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,154,trial,Screen 1,mm8vqg,1,continue,,566.5540000000037,566.5540000000037,566.5540000000037,566.5540000000037,566.5540000000037,566.5540000000037,1,566.5540000000037,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötçaylar.mp3,unacceptable,SemViol,critical,dörd çaylar,749,113,2,
677,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,154,trial,Screen 2,iz63v2,2,info,audio started,11.215999999956694,0,11.215999999956694,11.215999999956694,0,11.215999999956694,0,11.215999999956694,0,0,,Audio Clip,Audio,1,object-44,trial,dötçaylar.mp3,unacceptable,SemViol,critical,dörd çaylar,749,113,2,
678,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,154,trial,Screen 2,iz63v2,2,continue,,999.7060000000056,983.0430000000051,999.7060000000056,999.7060000000056,983.0430000000051,999.7060000000056,0,999.7060000000056,0,0,,Audio Clip,Audio,1,object-44,trial,dötçaylar.mp3,unacceptable,SemViol,critical,dörd çaylar,749,113,2,
679,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,154,trial,Screen 7,ru9xsg,3,response,acceptable,994.0079999999143,982.906,994.0079999999143,994.0079999999143,982.906,994.0079999999143,0,994.0079999999143,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötçaylar.mp3,unacceptable,SemViol,critical,dörd çaylar,749,113,2,
680,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,155,trial,Screen 1,mm8vqg,1,continue,,567.1170000000275,567.1170000000275,567.1170000000275,567.1170000000275,567.1170000000275,567.1170000000275,1,567.1170000000275,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçkutu.mp3,acceptable,FillerGram,filler,üç kutu,814,184,2,
681,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,155,trial,Screen 2,iz63v2,2,info,audio started,16.67499999998836,0,16.67499999998836,16.67499999998836,0,16.67499999998836,0,16.67499999998836,0,0,,Audio Clip,Audio,1,object-44,trial,üçkutu.mp3,acceptable,FillerGram,filler,üç kutu,814,184,2,
682,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,155,trial,Screen 2,iz63v2,2,continue,,928.9699999999721,916.4020000000019,928.9699999999721,928.9699999999721,916.4020000000019,928.9699999999721,0,928.9699999999721,0,0,,Audio Clip,Audio,1,object-44,trial,üçkutu.mp3,acceptable,FillerGram,filler,üç kutu,814,184,2,
683,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,155,trial,Screen 7,ru9xsg,3,response,acceptable,619.443,616.2309999999707,619.443,619.443,616.2309999999707,619.443,1,619.443,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçkutu.mp3,acceptable,FillerGram,filler,üç kutu,814,184,2,
684,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,156,trial,Screen 1,mm8vqg,1,continue,,566.7119999999995,566.7119999999995,566.7119999999995,566.7119999999995,566.7119999999995,566.7119999999995,1,566.7119999999995,0,0,,Fixation Timing,Fixation,1,object-17,trial,oturlar.mp3,unacceptable,SynViol.Pl,critical,oturlar,n/a,91,2,
685,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,156,trial,Screen 2,iz63v2,2,info,audio started,7.7999999999883585,0,7.7999999999883585,7.7999999999883585,0,7.7999999999883585,0,7.7999999999883585,0,0,,Audio Clip,Audio,1,object-44,trial,oturlar.mp3,unacceptable,SynViol.Pl,critical,oturlar,n/a,91,2,
686,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,156,trial,Screen 2,iz63v2,2,continue,,914.6250000000582,900.268,914.6250000000582,914.6250000000582,900.268,914.6250000000582,0,914.6250000000582,0,0,,Audio Clip,Audio,1,object-44,trial,oturlar.mp3,unacceptable,SynViol.Pl,critical,oturlar,n/a,91,2,
687,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,156,trial,Screen 7,ru9xsg,3,response,unacceptable,383.0669999999809,366.40499999996973,383.0669999999809,383.0669999999809,366.40499999996973,383.0669999999809,1,383.0669999999809,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,oturlar.mp3,unacceptable,SynViol.Pl,critical,oturlar,n/a,91,2,
688,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,157,trial,Screen 1,mm8vqg,1,continue,,566.8090000000084,566.8090000000084,566.8090000000084,566.8090000000084,566.8090000000084,566.8090000000084,1,566.8090000000084,0,0,,Fixation Timing,Fixation,1,object-17,trial,girdy.mp3,unacceptable,HarmViol,critical,girdy,708,168,2,
689,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,157,trial,Screen 2,iz63v2,2,info,audio started,6.847999999881722,0,6.847999999881722,6.847999999881722,0,6.847999999881722,0,6.847999999881722,0,0,,Audio Clip,Audio,1,object-44,trial,girdy.mp3,unacceptable,HarmViol,critical,girdy,708,168,2,
690,1.69947E+12,8/11/2023 18:07,1.69948E+12,3.5,9/11/2023 0:37,140886,2,task-p745,,32819302,BLIND,9709165,,complete,bpojdx,,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1366x768,1366x657,,,0,SAVANT Task,12,,,2,Spreadsheet1,spreadsheet3,spreadsheet1,157,trial,Screen 2,iz63v2,2,continue,,782.9980000000214,766.3360000000102,782.9980000000214,782.9980000000214,766.3360000000102,782.9980000000214,0,782.9980000000214,0,0,,Audio Clip,Audio,1,object-44,trial,girdy.mp3,unacceptable,HarmViol,critical,girdy,708,168,2,
